num,smiles,logBB,BBB+/BBB-,predicted_energy
98,CO[C@H]1CN(CC2Cc3ccc(NC(=O)C(C)C)cc3C2)CCC1n1c(C)nc2cc(C)ccc21,-1.22,BBB-,12.707736015319824
99,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,-1.22,BBB-,16.194236755371094
100,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-1.2,BBB-,29.84246063232422
101,Nc1ccn(C2CCC(CO)O2)c(=O)n1,-1.2,BBB-,16.45880889892578
102,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,-1.2,BBB-,16.45880889892578
103,CN(C)CCc1c[nH]c2ccc(O)cc12,-1.19,BBB-,11.84609317779541
104,CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O,-1.17,BBB-,8.515869140625
105,CN(C)c1cc(-c2n[nH]c(N)n2)ccn1,-1.17,BBB-,17.827550888061523
106,NC(N)=Nc1nc(-c2cccc(N)c2)cs1,-1.15,BBB-,8.281569480895996
107,CCOc1ccc(Cc2nc3cc(N(C)S(=O)(=O)c4cccs4)ccc3n2CC2CCCCC2)nc1,-1.15,BBB-,13.77648639678955
108,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,-1.15,BBB-,15.457708358764648
109,CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,-1.14,BBB-,7.373642444610596
110,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,-1.14,BBB-,4.13442850112915
111,CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,-1.12,BBB-,21.004432678222656
112,CN(C)Cc1ccc(CSCCNc2[nH]ccc2[N+](=O)[O-])o1,-1.12,BBB-,21.004432678222656
113,CN(C)Cc1ccc(SCCNc2[nH]ccc2[N+](=O)[O-])o1,-1.12,BBB-,21.254505157470703
114,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-1.11,BBB-,16.214431762695312
115,O=C(O)c1ccccc1O,-1.1,BBB-,5.091519832611084
116,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-1.1,BBB-,18.680492401123047
117,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,-1.1,BBB-,18.239147186279297
118,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,-1.1,BBB-,18.239147186279297
119,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2C3=CC=CC4NC=CC(=C34)CC21,-1.1,BBB-,17.598608016967773
120,Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1,-1.1,BBB-,21.51102066040039
121,O=c1cccc2n1CC1CNCC2C1,-1.09,BBB-,8.758553504943848
122,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,-1.08,BBB-,7.5867791175842285
123,Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1,-1.06,BBB-,15.291618347167969
124,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,-1.04,BBB-,14.789016723632812
125,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,-1.03,BBB-,13.403596878051758
126,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,-1.03,BBB-,31.401065826416016
127,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,-1.03,BBB-,31.401065826416016
128,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,-1.01,BBB-,14.789016723632812
129,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-1.0,BBB+,-0.9938344955444336
130,CC(C)(C)c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,-1.0,BBB+,13.217068672180176
131,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,-1.0,BBB+,32.71553421020508
132,CCC(NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-1.0,BBB+,3.543773651123047
133,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1,-1.0,BBB+,16.07109832763672
134,CCOC(=O)NNc1ccc(N(CC(C)O)C(C)C)nn1,-1.0,BBB+,19.136531829833984
135,CN(C)C(=O)Cn1nc(-c2c(-c3ccccc3)nn3ccccc23)ccc1=O,-1.0,BBB+,14.677797317504883
136,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,-1.0,BBB+,17.822154998779297
137,COC(=O)C1C(=O)C=C(Nc2cccc([N+](=O)[O-])c2)CC1C,-1.0,BBB+,11.619789123535156
138,COC(=O)[C@@H]1C(=O)C=C(Nc2cccc([N+](=O)[O-])c2)C[C@H]1C,-1.0,BBB+,11.61978816986084
139,COc1cc(N)cn[n+]1-c1ccccc1,-1.0,BBB+,9.461021423339844
140,COc1cc2c(cc1CNC1C3CCN(C3)C1C(c1ccccc1)c1ccccc1)N(S(C)(=O)=O)CC2,-1.0,BBB+,8.948898315429688
141,CSc1nn2c(N3CCNCC3)c3c(nc2c1S(=O)(=O)c1ccccc1)CCC3,-1.0,BBB+,14.069364547729492
142,Cc1cc2ccccc2n1CCNC(=O)/C=C/c1ccc(OCCO)c(OCCO)c1,-1.0,BBB+,16.613330841064453
143,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-1.0,BBB+,1.9420242309570312
144,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,-1.0,BBB+,9.438311576843262
145,O=C(O)CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,-1.0,BBB+,5.7769927978515625
146,O=C(c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1)N1CCC1,-1.0,BBB+,21.3303165435791
147,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,-1.0,BBB+,5.70635986328125
148,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,-0.95,BBB+,13.403596878051758
149,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-0.95,BBB+,11.475537300109863
150,COC(=O)C1C(=O)C=C(Nc2ccc(Cl)cc2)CC1C,-0.95,BBB+,6.951220512390137
151,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,-0.93,BBB+,6.228760719299316
152,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@@H](O)CN1CC2CCCCC2C[C@H]1C(=O)CNC(C)(C)C,-0.93,BBB+,7.830753326416016
153,COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,-0.92,BBB+,18.8358154296875
154,CCS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,-0.92,BBB+,8.287895202636719
155,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,-0.9,BBB+,11.19483470916748
156,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,-0.9,BBB+,30.773956298828125
157,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-0.9,BBB+,9.381302833557129
158,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2(O)C(=O)CO,-0.9,BBB+,4.347711563110352
159,COc1ccc(C(C)(C)O)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,-0.89,BBB+,3.561521530151367
160,Nc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)C3CCC(F)(F)C3)CC2)n1,-0.89,BBB+,9.082257270812988
161,Nc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)n1,-0.89,BBB+,9.082258224487305
162,CC1CCN(CCC2CCN2S(=O)(=O)C2=CC(O)=CCC2)CC1,-0.89,BBB+,10.495163917541504
163,Cc1cc(Cl)ccc1NC1=NCCN1,-0.87,BBB+,6.788139343261719
164,CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\CO)c(-c3ccncc3)[nH]2)cc1,-0.85,BBB+,17.662155151367188
165,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-0.85,BBB+,12.197924613952637
166,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,-0.85,BBB+,15.57320785522461
167,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2ccccc2)cc1,-0.85,BBB+,5.922696590423584
168,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-0.83,BBB+,29.138900756835938
169,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-0.83,BBB+,29.138900756835938
170,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,-0.82,BBB+,18.34335708618164
171,CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,-0.81,BBB+,9.389101028442383
172,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,-0.8,BBB+,17.73556137084961
173,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-0.8,BBB+,22.830188751220703
174,CN/C(=N\CCSCc1csc(NC(=N)N)n1)NC#N,-0.8,BBB+,19.772674560546875
175,C=C(C)C(=O)/C(=C/C(=O)O)OC,-0.8,BBB+,10.332634925842285
176,CCc1ccc(-n2cnc3c(sc4nccc(N(C)CCc5ccccn5)c43)c2=O)cc1,-0.8,BBB+,14.902765274047852
177,CCn1nnc(NC(=O)C2c3ccccc3Oc3ccccc32)n1,-0.8,BBB+,9.98644733428955
178,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,-0.8,BBB+,25.413265228271484
179,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,-0.8,BBB+,21.47534942626953
180,Cc1nc2n(c(=O)c1CCN1CCC(c3coc4cc(F)ccc34)CC1)CCCC2O,-0.8,BBB+,15.455177307128906
181,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,-0.8,BBB+,9.542122840881348
182,N[C@H](Cc1ccccc1)C(=O)ON1CCC[C@H]1C(=O)O,-0.8,BBB+,7.9753875732421875
183,Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1,-0.79,BBB+,18.95883560180664
184,C=C(C)C(=O)/C(=C\C(=O)O)OC,-0.79,BBB+,10.332634925842285
185,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1,-0.79,BBB+,20.467967987060547
186,Nc1ccn([C@@H]2CC(CO)C(CO)O2)c(=O)n1,-0.79,BBB+,18.95883560180664
187,C/C=C/C(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1C,-0.78,BBB+,49.23683547973633
188,C/C=C/[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-0.78,BBB+,49.23683547973633
189,C/C=C/[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-0.78,BBB+,49.23683547973633
