num,smiles,energy,predicted_energy
49,CC(CC(=O)O)C(=O)O,5.367402,7.031088829040527
50,C(CC(=O)O)CC(=O)O,3.332253,7.105596542358398
51,C(C(C(=O)O)N)C(=O)N,11.49426,10.223493576049805
52,CC(C)CC(C(=O)O)O,1.658786,5.547150135040283
53,C(CC(C(=O)O)N)CN,8.364677,8.700387954711914
54,C(C(C(=O)O)N)C(=O)O,9.461982,10.074789047241211
55,C1C2=CC=CC=C2NC1=O,6.839767,3.145913600921631
56,C1=CC2=C(C=CN2)C=C1O,3.132535,5.699902534484863
57,C(C(C(=O)O)O)C(=O)O,7.055828,10.765670776367188
58,C1=NC2=NC=NC(=C2N1)N,13.50088,15.129266738891602
59,C1=CC=C(C=C1)CC(=O)N,7.569592,1.3207635879516602
60,C(C(C(C(=O)O)O)O)O,9.122971,12.831353187561035
61,C(C(C(C(=O)O)O)O)O,8.482871,12.831352233886719
62,C1=NC2=C(N1)C(=O)NC=N2,15.15733,15.056419372558594
63,C[N+]1=CC=CC(=C1)C(=O)[O-],25.53217,9.98276138305664
64,C1=CC(=CC=C1C(=O)O)N,8.600115,4.424631118774414
65,C1=CC(=CC=C1CCN)O,6.058191,3.9136080741882324
66,C1=CC=C(C=C1)C(CN)O,8.336256,3.3667235374450684
67,C1=CC=C(C(=C1)C(=O)O)O,5.435565,5.091521263122559
68,C1=CC(=CC(=C1)O)C(=O)O,5.755558,5.238281726837158
69,C1=CC(=CC=C1C(=O)O)O,6.489412,5.244871616363525
70,C1=C(NC=N1)C=CC(=O)O,7.257556,10.759026527404785
71,C1=C(NC=N1)CCC(=O)O,7.424026,10.759025573730469
72,C1CC(CCC1C(=O)O)O,4.383952,5.244871139526367
73,CC(=O)NCCCCCN,8.22168,7.851301193237305
74,C1=CC=C2C(=C1)C(=CN2)C=O,7.711227,4.589699745178223
75,C(CC(=O)O)C(=O)C(=O)O,5.82718,10.149017333984375
76,C(CCC(=O)O)CC(=O)O,4.861296,6.425933361053467
77,C(CC(=O)N)C(C(=O)O)N,10.14863,9.57254695892334
78,C(CCN)CC(C(=O)O)N,7.949067,8.021844863891602
79,C(CC(=O)O)C(C(=O)O)N,8.331636,9.432307243347168
80,C1=CC=C(C=C1)C=CC(=O)O,3.489509,0.5118093490600586
81,C1C(C(C(C(O1)O)O)O)O,14.32392,14.569963455200195
82,C1C(C(C(C(O1)O)O)O)O,13.9814,14.569963455200195
83,CC(C1=CC=CC=C1)C(=O)O,5.304699,0.4429597854614258
84,C1=CC=C(C=C1)CCC(=O)O,5.128603,0.5118093490600586
85,C1=NC2=C(N1)C(=O)NC(=O)N2,15.55801,15.728076934814453
86,C1=CC(=CC(=C1)O)CC(=O)O,5.76815,4.625957489013672
87,COC1=CC=CC(=C1)C(=O)O,11.5833,7.121688365936279
88,C1=CC(=CC=C1CC(=O)O)O,5.897002,4.6353631019592285
89,COC1=CC=C(C=C1)C(=O)O,12.43554,7.128277778625488
90,C(C(C(C(CO)O)O)O)O,16.36335,14.786104202270508
91,CC(=O)NCCC1=CN=CN1,13.00002,13.007408142089844
92,C1=CC(=C(C=C1C(=O)O)O)O,8.900242,8.458324432373047
93,C1=C(C=C(C=C1O)O)C(=O)O,6.020002,8.76792049407959
94,C1=C(NC=N1)CC(C(=O)O)N,11.3567,13.19870376586914
95,C1=C(NC(=O)NC1=O)C(=O)O,16.33699,13.060047149658203
96,CC(=CC(=O)NCC(=O)O)C,6.109339,7.584299087524414
97,CC(C)CC(=O)NCC(=O)O,3.8942,7.584300518035889
98,C(CC(=O)C(=O)O)CC(=O)O,7.645163,9.45768928527832
100,CC(CCC(=O)O)CC(=O)O,2.348857,5.740739822387695
101,C1=CC=C2C(=C1)C(=CN2)CCN,7.105322,3.945953369140625
102,C1=CC=C2C(=C1)C(=CN2)C(=O)O,6.898363,5.244633197784424
103,CC(CC(=O)O)(CC(=O)O)O,10.0557,9.71929931640625
104,CC(=O)NC(CS)C(=O)O,9.409444,8.65062141418457
105,C1=CC(=CC(=C1)O)C=CC(=O)O,3.541925,3.958930015563965
106,CN1C(=O)C2=C(N=CN2)N=C1N,17.70668,18.112836837768555
107,C1=CC=C(C=C1)CC(C(=O)O)N,8.813242,2.8236165046691895
108,CN1C2=C(C(=O)NC1=O)NC=N2,17.26698,18.02596092224121
109,C1=CC(=CC(=C1)O)CCC(=O)O,5.264338,3.958930015563965
110,C1=CC(=CC=C1CCC(=O)O)O,4.045514,3.970376491546631
111,COC1=CC=C(C=C1)CC(=O)O,10.98142,6.518768310546875
112,CC(C1=CC=CC=C1)(C(=O)O)O,6.500844,3.4646902084350586
113,C1=CC(=C(C=C1CC(=O)O)O)O,8.573576,7.842392444610596
114,C1=CC(=CC(=C1)O)C(C(=O)O)O,7.013756,7.54263973236084
115,C1=CC(=CC=C1C(C(=O)O)O)O,7.16567,7.533902168273926
116,CC1=NC=C(C(=C1O)CO)CO,15.38486,12.003287315368652
117,CN1C=C(N=C1)CC(C(=O)O)N,12.05998,15.474349975585938
118,C1=C(C=C(C(=C1O)O)O)C(=O)O,8.718863,11.651304244995117
119,C1=CC=C(C=C1)OS(=O)(=O)O,7.383425,4.551163673400879
120,C(C(=CC(=O)O)C(=O)O)C(=O)O,8.996067,10.240547180175781
121,C1C(C(C(C=C1C(=O)O)O)O)O,10.47987,11.6513032913208
122,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,7.945141,4.814369201660156
123,C(CCCC(=O)O)CCC(=O)O,2.985833,5.075751781463623
124,C(CC(C(=O)O)N)CN=C(N)N,10.15495,12.327281951904297
125,CNCCC1=CNC2=CC=CC=C21,7.360949,6.026801586151123
126,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,8.23834,4.6728057861328125
127,C(CC(C(=O)O)N)CNC(=O)N,11.03122,12.236598014831543
128,C(C(CC(=O)O)C(=O)O)C(=O)O,6.552506,10.240547180175781
129,C(C(C(=O)O)NC(=O)N)C(=O)O,13.96261,13.656499862670898
130,C1=CC2=C(C=C1O)C(=CN2)CCN,7.72648,7.413759231567383
131,C1=CC=C(C=C1)C(=O)NCC(=O)O,11.44457,6.158278465270996
132,C(C1C(C(C(C(O1)O)N)O)O)O,17.33277,16.389915466308594
133,C1=CC(=C(C=C1C=CC(=O)O)O)O,7.479501,7.175365447998047
134,C1C(C(C(C(O1)(CO)O)O)O)O,18.91522,17.169971466064453
135,C(C1C(C(C(C(O1)O)O)O)O)O,16.4235,17.047561645507812
136,C(C1C(C(C(C(O1)O)O)O)O)O,18.0877,17.047561645507812
137,C1(C(C(C(C(C1O)O)O)O)O)O,14.65409,17.562589645385742
140,C1=CC(=CC=C1CC(C(=O)O)O)O,6.4882,6.980445861816406
141,CC1=NC=C(C(=C1O)C(=O)O)CO,13.12623,12.674989700317383
142,C1=CC(=C(C=C1C(C(=O)O)O)O)O,10.51591,10.868258476257324
143,COC1=CC(=CC(=C1O)O)C(=O)O,13.68775,13.66224479675293
144,COC1=C(C=C(C=C1O)C(=O)O)O,11.00875,13.641786575317383
145,C(C(C(=O)O)N)OP(=O)(O)O,7.612597,11.600362777709961
146,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,6.222377,4.000406742095947
147,CC1=CC=C(C=C1)OS(=O)(=O)O,5.440589,3.8760743141174316
148,C(CCCC(=O)O)CCCC(=O)O,0.8768782,4.400661468505859
149,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,12.03893,7.272336959838867
150,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,6.248623,4.000405788421631
151,C[N+](C)(C)CCCCC(C(=O)O)N,18.40982,14.684469223022461
152,C(CC(C(=O)O)N)CC(C(=O)O)N,5.184607,10.440722465515137
153,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,6.356211,8.14574909210205
154,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,10.04505,13.287677764892578
155,C1C(C(C(CC1(C(=O)O)O)O)O)O,14.93976,14.714282035827637
156,C1=CC=C(C=C1)CC(=O)NCC(=O)O,11.48655,5.5590291023254395
157,C1(C(C(OC(C1O)O)C(=O)O)O)O,19.0531,17.68107795715332
158,COC1=C(C=CC(=C1)C=CC(=O)O)O,9.217223,9.106148719787598
159,COC1=C(C=C(C=C1)C=CC(=O)O)O,10.90249,9.106149673461914
160,C1=CC(=CC=C1CCCCC(=O)O)O,1.405235,2.620194435119629
161,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,10.15039,9.547675132751465
162,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,11.83011,9.68659782409668
163,C1=CC(=CC=C1C(=O)NCC(=O)O)O,10.59425,9.692373275756836
164,C(C(C(C(C(C(=O)O)O)O)O)O)O,13.97067,18.00049591064453
166,COC1=C(C=CC(=C1)CCC(=O)O)O,9.698328,9.10615062713623
167,COC1=C(C=C(C=C1)C(C(=O)O)O)O,11.3797,12.879150390625
168,COC1=CC(=CC(=C1O)OC)C(=O)O,16.52024,15.673187255859375
169,COC1=C(C=CC(=C1)C(C(=O)O)O)O,11.8512,12.879150390625
170,C(CCCCC(=O)O)CCCC(=O)O,3.120579,3.7255687713623047
171,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,9.782989,6.3140034675598145
172,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,7.726191,7.022787570953369
173,C1=CC=C(C=C1)C=CC(=O)NCC(=O)O,9.698839,4.894631862640381
174,CC(=O)NC(CC1=CC=CC=C1)C(=O)O,9.627696,5.003455638885498
175,C1=CC=C(C=C1)CCC(=O)NCC(=O)O,8.08464,4.894631862640381
176,COC1=C(C=C(C=C1)CCC(=O)O)OC,16.11651,11.117043495178223
177,COC1=CC(=CC(=C1OC)OC)C(=O)O,20.55435,17.663673400878906
178,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,8.115345,9.887280464172363
179,CC(=O)NC1C(C(C(OC1O)CO)O)O,19.81351,18.722410202026367
180,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,13.26281,14.373506546020508
181,C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O,9.449625,10.615557670593262
182,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,24.537,19.666301727294922
183,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,22.82397,19.581384658813477
184,CC(C)CC(C(=O)N1CCCC1C(=O)O)N,5.176923,9.519429206848145
185,C(CCCCCC(=O)O)CCCCC(=O)O,0.9738581,2.3753905296325684
186,C1=CC=C2C(=C1)C(=CN2)CC(=O)NCC(=O)O,10.07916,9.174567222595215
187,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,17.1972,18.7694034576416
189,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,24.35535,22.32076644897461
190,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)N,6.940301,11.812128067016602
191,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,9.458454,8.504322052001953
192,C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O,16.93123,7.503067970275879
193,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,16.79884,15.06606388092041
194,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,27.30622,26.86359405517578
195,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,26.64275,26.790748596191406
196,C1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,19.76727,16.329429626464844
197,CC(C)(C)OC(=O)N1CCCC1C(=O)NCC(=O)O,15.64744,16.552200317382812
198,C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N,13.24109,14.310163497924805
199,CCCCCCCCC=CCCCCCCCC(=O)N,-8.717333,-5.419455528259277
200,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N,27.02541,27.545799255371094
201,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O,27.66553,27.462406158447266
202,CC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,17.17605,15.650188446044922
203,CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,15.19283,17.265724182128906
204,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,20.63716,23.434432983398438
205,C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O,21.95301,19.59136962890625
206,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,27.00882,24.485607147216797
208,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,20.48058,24.27823829650879
209,CCCCCCCCC=CCCCCCCCC(=O)NCCO,-4.313388,-1.7786731719970703
210,CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)OS(=O)(=O)O,18.3933,17.772754669189453
211,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,-10.0555,-8.26438045501709
212,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,36.8881,31.083393096923828
213,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,1.628759,1.4289255142211914
214,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,25.04552,28.905986785888672
215,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,4.106147,4.347711086273193
216,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,3.833933,4.347710609436035
217,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,27.83118,29.58818817138672
219,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,-2.005772,-2.8697853088378906
220,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,-2.763036,-2.9213647842407227
222,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,-0.01536917,0.4012632369995117
226,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,2.425355,-1.5790491104125977
228,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,5.953633,5.174546718597412
230,CN,4.192801,5.534121513366699
231,CNC,3.510348,7.662931442260742
232,CC(=O)O,3.721874,5.489830017089844
233,C(CO)N,5.395434,7.1188225746154785
234,C=CC(=O)N,3.963491,4.739876747131348
235,CN=C(N)N,5.660856,9.076013565063477
236,CCC(=O)O,2.330046,4.5972161293029785
237,C(CN)CN,6.491697,6.984709739685059
238,C(C(=O)O)N,6.136594,7.711145877838135
239,C(C(=O)O)O,4.340661,7.830809593200684
240,C1CCNCC1,3.066842,4.846831321716309
241,CC=CC(=O)O,1.86233,3.887261390686035
242,CCCC(=O)O,1.979559,3.887261390686035
243,CC(C)C(=O)O,0.9973815,3.845797061920166
245,C1=CC=C(C=C1)O,2.4538,2.1067957878112793
246,CC(=CC(=O)O)C,-0.1422461,3.2020678520202637
247,C1CCOC(=O)C1,8.38625,5.706173419952393
248,CC=C(C)C(=O)O,-0.892676,3.1499886512756348
249,C1CC1(C(=O)O)N,6.787217,5.8413825035095215
250,CC(=O)CC(=O)O,6.681596,7.736020088195801
251,CC(C)CC(=O)O,-0.2884283,3.20206880569458
252,C(CCN)CCN,5.020801,5.656549453735352
253,C(C(=O)O)NC=O,8.392656,10.385397911071777
254,CC(C)(C(=O)O)N,6.100923,6.173855781555176
255,CCC(C(=O)O)N,5.488806,6.224419593811035
256,CC(CN)C(=O)O,5.197329,6.900850296020508
257,C(C(=O)C(=O)O)O,7.20609,10.30873966217041
258,CCC(C(=O)O)O,4.015835,6.950348854064941
259,CC(CO)C(=O)O,3.41405,6.976993560791016
260,C(C(C(=O)O)N)N,9.564344,9.539413452148438
261,C(CO)NCCO,13.33418,10.69255256652832
262,C1=CC=C(C=C1)CN,6.771762,1.0459156036376953
263,C1=CC(=CC=C1N)O,5.563411,4.781750679016113
264,C1=CC=C(C(=C1)N)O,4.743298,4.601626396179199
265,C1=COC=C1C(=O)O,5.057432,8.661687850952148
266,C1=CNC(=O)NC1=O,13.46541,10.550357818603516
267,CC=CC=CC(=O)O,0.007098863,2.5370798110961914
268,C1CC(N=C1)C(=O)O,6.164785,7.878762722015381
269,CN1CC(=O)N=C1N,10.11936,12.84847354888916
270,CN1CC(=O)NC1=O,9.915693,12.77686595916748
271,C1CNC(=O)NC1=O,10.02446,10.550357818603516
272,CCC1CCC(=O)O1,-0.3630544,5.218575477600098
273,CCCCCC(=O)C,-0.3236714,1.8436965942382812
274,C(=CC(=O)O)C(=O)N,7.254466,7.930028438568115
275,CC(=O)CCC(=O)O,5.594987,7.102512836456299
276,CC(C)CCC(=O)O,-0.987581,2.5370798110961914
277,CCCCCC(=O)O,-1.383103,2.5370798110961914
278,C1CSC(=O)C1N,3.574827,5.2864089012146
279,CC(=O)NCC(=O)O,9.074798,9.891757011413574
280,CC(C)C(C(=O)O)N,5.573995,5.483625411987305
281,CCCC(C(=O)O)N,4.647622,5.530313014984131
282,C(=O)(C(=O)O)C(=O)O,10.00916,10.90491008758545
283,CC(C(=O)O)C(=O)O,5.194848,7.643674850463867
284,CCCC(C(=O)O)O,2.691482,6.233687400817871
285,CC(C(C)O)C(=O)O,5.240862,6.909462928771973
286,CCC(CO)C(=O)O,7.610016,6.24867057800293
287,CCC(C)(C(=O)O)O,3.500328,6.301464557647705
288,CC(C)(CC(=O)O)O,6.564819,6.83135986328125
289,CC(C(C(=O)O)N)O,9.034221,9.743738174438477
290,C1CNC2=CC=CC=C21,6.97538,2.231863021850586
291,C(C(=O)C(=O)O)S,5.206889,7.197318077087402
292,C(CO)C(C(=O)O)O,8.981934,10.170024871826172
293,C=CC1=CC=C(C=C1)O,3.418758,0.7566156387329102
294,C(C(C(=O)O)N)S,6.287736,6.466030120849609
295,C1=CC(=CC(=C1)O)C=O,7.34481,4.571367263793945
296,C1=CC=C(C=C1)C(=O)O,6.590582,1.7790908813476562
297,C1=CC(=CN=C1)C(=O)N,11.68541,8.006708145141602
298,C(C(C(CO)O)O)O,10.60089,12.201534271240234
299,C1=CN=CC=C1C(=O)O,9.320267,7.975044250488281
300,C1=CC=NC(=C1)C(=O)O,8.392013,7.200220108032227
301,C1=CC(=CC(=C1)O)CO,8.000861,4.571367263793945
302,CC1=C(C(=CC=C1)O)O,1.948722,4.525781154632568
303,C(CP(=O)(O)O)N,6.918191,7.105923175811768
304,CN1C=NC=C1CCN,7.978512,12.911213874816895
305,CCOS(=O)(=O)O,7.35349,7.404071807861328
306,C(CS(=O)(=O)O)O,10.80049,7.961966514587402
307,CC1=C(C(=O)C=CO1)O,5.913704,11.170393943786621
308,CC1CNC(=O)NC1=O,8.370724,9.744278907775879
309,C1CCC(CC1)C(=O)O,1.37558,1.7790908813476562
310,CCCCCCCC=O,-2.170523,0.5332679748535156
311,C1CC(=O)NC1C(=O)O,10.43003,8.7976655960083
312,C1C(C=NC1C(=O)O)O,10.34708,10.914451599121094
313,CN1CCCC1C(=O)O,6.170331,9.977174758911133
314,CC(=CC(=O)O)C(=O)O,5.451396,7.0310893058776855
315,CC(C)CC(=O)C(=O)O,0.08842401,5.547150135040283
316,CC1(CCOC(=O)C1)O,12.52223,8.380460739135742
317,CCCCCCC(=O)O,-2.644942,1.8619890213012695
318,CC(=O)NCCCCN,5.802618,8.53068733215332
319,C(CCN=C(N)N)CN,6.689233,9.824994087219238
320,CC(C(=O)O)NC(=O)C,9.681031,9.287659645080566
321,C(CC(=O)O)C(=O)CN,7.764655,9.438948631286621
322,CCC(=O)NCC(=O)O,7.442276,8.978141784667969
323,CN(CC(=O)O)C(=N)N,8.4596,13.458990097045898
324,C(CCC(=O)O)CCN,3.924004,5.7036871910095215
325,CCC(C)C(C(=O)O)N,1.833255,4.79591178894043
326,C(CN)CNCCCN,9.017375,10.463663101196289
327,CCC(C(=O)O)C(=O)O,5.052258,6.917937278747559
328,C(CNC(=O)N)C(=O)O,13.31489,11.123394966125488
329,C(C(=O)NCC(=O)O)N,11.03638,12.152714729309082
330,C1=CC=C(C=C1)C=CC=O,4.307951,-0.14182281494140625
331,CCC(CC)(C(=O)O)O,6.854482,5.324552059173584
332,CCC(C)C(C(=O)O)O,0.09028372,5.439244270324707
333,C1=CC=C2C(=C1)C(=CN2)O,6.398831,5.131163120269775
334,C(CS)C(C(=O)O)N,4.780123,5.820245742797852
335,C1CC2=C(C=CN2)C(=O)C1,4.897774,5.584928035736084
336,C1=CC=C(C=C1)CNC=O,8.596245,3.7342700958251953
337,CNCCC1=CC=CC=C1,5.749688,2.5358901023864746
338,CC1=CC=CC=C1C(=O)O,4.902397,1.0973339080810547
339,COC1=CC=C(C=C1)C=O,12.83479,6.450811386108398
340,C1=CC=C(C=C1)CC(=O)O,5.662613,1.1767969131469727
341,CNC(=O)C1=CN=CC=C1,11.53379,10.170801162719727
342,C1=CC=C(C(=C1)C(=O)O)N,7.821192,4.35563850402832
343,C1=CC=C(C(=C1)C(=O)N)O,8.696241,5.241613388061523
344,C[N+]1=CC=CC(=C1)C(=O)N,19.25534,10.128097534179688
345,C1=CC(=C(C=C1C=O)O)O,9.51983,7.79178524017334
346,C1=CC(=CC=C1[N+](=O)[O-])O,5.392856,6.48328971862793
347,C1=CC(=O)NC=C1C(=O)O,10.95913,8.783615112304688
348,CC(=O)OP(=O)(O)O,7.753241,7.570876121520996
349,C(C(=O)O)P(=O)(O)O,6.51481,7.813597679138184
350,CCC1=C(C(=O)C=CO1)O,3.560089,10.097036361694336
351,CN1C=CC(=O)N(C1=O)C,7.556902,15.107902526855469
352,C(COP(=O)(O)O)N,8.710745,9.03879451751709
353,C1=C(NC=N1)CC(CO)N,9.721305,12.529749870300293
354,C1=C(OC(=C1)C(=O)O)CO,9.910267,10.90506362915039
355,C1=C(C(=O)NC(=O)N1)CO,19.0397,12.949109077453613
356,CC1=NCCC(N1)C(=O)O,9.40311,10.8828125
357,C=CCC(=O)NCC(=O)O,9.481408,8.270084381103516
358,C[N+]1(CCCC1C(=O)[O-])C,20.81537,12.21511459350586
359,C(C=CCC(=O)O)C(=O)O,7.012234,6.425933361053467
360,CC(=CC(=O)O)CC(=O)O,4.915563,6.406659126281738
361,CCCCCCCC(=O)O,-1.833658,1.1869001388549805
362,CCCC(CCC)C(=O)O,-1.678641,1.1040010452270508
363,C1=CC2=C(C(=C1)O)N=CC=C2,7.190057,4.83936071395874
364,CC(=O)NCCCC(=O)O,8.026956,9.262383460998535
365,CCCC(=O)NCC(=O)O,6.99374,8.270084381103516
366,C(CC(=O)O)CN=C(N)N,7.104641,10.576803207397461
367,C[N+](C)(C)CCCC(=O)[O-],22.0441,13.604572296142578
368,C(CCNCCCN)CN,7.615172,9.812154769897461
369,C1=CC=C(C=C1)C#CC(=O)O,7.902377,0.5118093490600586
370,CC(CCC(=O)O)C(=O)O,1.433343,6.366265296936035
371,CC(CC(=O)O)CC(=O)O,5.037881,6.406659126281738
372,CC(C(=O)NCC(=O)[O-])[NH3+],26.0121,11.526063919067383
373,CC1=CC2=C(C=C1C)N=CN2,3.914117,4.499465465545654
374,CC(=O)OCC[N+](C)(C)C,18.70544,15.789037704467773
375,CC(=O)NC(CO)C(=O)O,11.41962,11.865768432617188
376,CNC(CC(=O)O)C(=O)O,10.90214,12.23557186126709
377,CC(=O)OCC(C(=O)O)N,10.55736,11.742193222045898
378,CC1C2=CC=CC=C2NC1=O,7.72316,2.403738021850586
379,C(C(CC(=O)O)O)C(=O)O,9.241482,10.524330139160156
380,CC(CC(=O)O)(C(=O)O)O,7.47222,10.141633033752441
381,CN1C=NC(=N)C2=C1N=CN2,11.74254,17.4167537689209
382,CN(C)CCC1=CC=CC=C1,4.621361,4.648713111877441
383,C(C(C(=O)O)O)(C(=O)O)O,10.62567,13.461172103881836
384,C1=CC=C(C(=C1)C=O)C(=O)O,10.26038,4.223893642425537
385,C1=CC=C(C=C1)C(=O)C(=O)O,7.82835,4.0660624504089355
386,CSCCC(C(=O)O)O,2.327651,6.340764999389648
387,C1C(C(C(C(O1)O)O)O)O,14.73174,14.569963455200195
388,C1C(C(C(C(O1)O)O)O)O,14.909,14.569963455200195
389,COC1=C(C=CC(=C1)C=C)O,9.109362,5.830331325531006
390,C1=NC2=C(N1)C(=O)NC(=N2)N,14.29971,15.811470031738281
391,CC(=O)NC1=CC=C(C=C1)O,6.774319,6.976009368896484
392,C1=CC=C(C=C1)C(C(=O)O)N,7.600503,3.4331088066101074
393,CNCCC1=CC=C(C=C1)O,5.823201,5.994458198547363
