num,smiles,energy,predictions
134,C1C(C(C(C(O1)(CO)O)O)O)O,18.91522,18.66295888000002
135,C(C1C(C(C(C(O1)O)O)O)O)O,16.4235,18.259494065000002
136,C(C1C(C(C(C(O1)O)O)O)O)O,18.0877,18.259494065000002
137,C1(C(C(C(C(C1O)O)O)O)O)O,14.65409,18.94320660690477
140,C1=CC(=CC=C1CC(C(=O)O)O)O,6.4882,7.647772800000002
141,CC1=NC=C(C(=C1O)C(=O)O)CO,13.12623,12.650159453333337
142,C1=CC(=C(C=C1C(C(=O)O)O)O)O,10.51591,10.532532582666661
143,COC1=CC(=CC(=C1O)O)C(=O)O,13.68775,12.145524786666671
144,COC1=C(C=C(C=C1O)C(=O)O)O,11.00875,12.145524786666671
145,C(C(C(=O)O)N)OP(=O)(O)O,7.612597,10.36769933
146,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,6.222377,6.689012000000004
147,CC1=CC=C(C=C1)OS(=O)(=O)O,5.440589,6.433276053333333
148,C(CCCC(=O)O)CCCC(=O)O,0.8768782,3.0620285620000014
149,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,12.03893,8.549655430833335
150,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,6.248623,7.048819875000005
151,C[N+](C)(C)CCCCC(C(=O)O)N,18.40982,13.72428234000001
152,C(CC(C(=O)O)N)CC(C(=O)O)N,5.184607,7.4694032000000075
153,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,6.356211,6.826212234999998
154,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,10.04505,10.738225909999988
155,C1C(C(C(CC1(C(=O)O)O)O)O)O,14.93976,15.428088489999988
156,C1=CC=C(C=C1)CC(=O)NCC(=O)O,11.48655,10.881821846666664
157,C1(C(C(OC(C1O)O)C(=O)O)O)O,19.0531,18.20973593000002
158,COC1=C(C=CC(=C1)C=CC(=O)O)O,9.217223,9.638122532428564
159,COC1=C(C=C(C=C1)C=CC(=O)O)O,10.90249,9.638122532428564
160,C1=CC(=CC=C1CCCCC(=O)O)O,1.405235,3.5094700530000034
161,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,10.15039,11.12512021
162,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,11.83011,11.12512021
163,C1=CC(=CC=C1C(=O)NCC(=O)O)O,10.59425,11.12512021
164,C(C(C(C(C(C(=O)O)O)O)O)O)O,13.97067,15.584813983333328
166,COC1=C(C=CC(=C1)CCC(=O)O)O,9.698328,9.087784759761902
167,COC1=C(C=C(C=C1)C(C(=O)O)O)O,11.3797,11.578118849999992
168,COC1=CC(=CC(=C1O)OC)C(=O)O,16.52024,14.816074140000014
169,COC1=C(C=CC(=C1)C(C(=O)O)O)O,11.8512,11.578118849999992
170,C(CCCCC(=O)O)CCCC(=O)O,3.120579,1.5836700030000008
171,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,9.782989,9.69122337500001
172,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,7.726191,8.851248809999996
173,C1=CC=C(C=C1)C=CC(=O)NCC(=O)O,9.698839,9.597755475000012
174,CC(=O)NC(CC1=CC=CC=C1)C(=O)O,9.627696,8.800934685000009
175,C1=CC=C(C=C1)CCC(=O)NCC(=O)O,8.08464,8.42517197000001
176,COC1=C(C=C(C=C1)CCC(=O)O)OC,16.11651,8.727827155000002
177,COC1=CC(=CC(=C1OC)OC)C(=O)O,20.55435,19.188827179999965
178,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,8.115345,9.881448089999994
179,CC(=O)NC1C(C(C(OC1O)CO)O)O,19.81351,19.616035214523812
180,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,13.26281,14.022947380000007
181,C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O,9.449625,11.02283042999999
182,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,24.537,23.414721299999997
183,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,22.82397,19.826603629999983
184,CC(C)CC(C(=O)N1CCCC1C(=O)O)N,5.176923,7.507883207200003
185,C(CCCCCC(=O)O)CCCCC(=O)O,0.9738581,0.3135782320000002
186,C1=CC=C2C(=C1)C(=CN2)CC(=O)NCC(=O)O,10.07916,10.517090484523811
187,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,17.1972,17.951228510000004
189,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,24.35535,23.89498402857142
190,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)N,6.940301,8.719080802499995
191,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,9.458454,10.849885489999993
192,C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O,16.93123,14.463675049999988
193,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,16.79884,14.935682789999987
194,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,27.30622,26.720562599999983
195,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,26.64275,26.252630559999997
196,C1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,19.76727,18.410355870000025
197,CC(C)(C)OC(=O)N1CCCC1C(=O)NCC(=O)O,15.64744,13.07887230999999
198,C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N,13.24109,11.03377940333333
199,CCCCCCCCC=CCCCCCCCC(=O)N,-8.717333,-8.953186851
200,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N,27.02541,27.38017960000001
201,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O,27.66553,27.86718600000004
202,CC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O,17.17605,17.049523026666684
203,CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,15.19283,15.993712399999994
204,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,20.63716,21.2282776
205,C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O,21.95301,14.537354090000001
206,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,27.00882,20.971852299999995
208,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,20.48058,21.992013766666652
209,CCCCCCCCC=CCCCCCCCC(=O)NCCO,-4.313388,-5.358563181
210,CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)OS(=O)(=O)O,18.3933,15.808297179999975
211,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,-10.0555,-9.4787023
212,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,36.8881,36.752802946666655
213,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,1.628759,2.228723507300001
214,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,25.04552,26.421736000000006
215,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,4.106147,4.290938026000003
216,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,3.833933,4.629760829999996
217,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,27.83118,27.8661239
219,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,-2.005772,-2.278659387
220,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,-2.763036,-2.278659387
222,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,-0.01536917,0.8583532353333336
226,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,2.425355,2.092109922759998
228,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,5.953633,4.32912418366667
230,CN,4.192801,5.772622729999995
231,CNC,3.510348,3.7268473520000036
232,CC(=O)O,3.721874,3.4489133120000046
233,C(CO)N,5.395434,5.766725000000008
234,C=CC(=O)N,3.963491,5.194529945999992
235,CN=C(N)N,5.660856,5.8088872300000025
236,CCC(=O)O,2.330046,1.2669828990000014
237,C(CN)CN,6.491697,6.244929060000001
238,C(C(=O)O)N,6.136594,5.222839068000004
239,C(C(=O)O)O,4.340661,5.076870560000007
240,C1CCNCC1,3.066842,2.579035161000002
241,CC=CC(=O)O,1.86233,1.6749000789999986
242,CCCC(=O)O,1.979559,1.739156349499997
243,CC(C)C(=O)O,0.9973815,1.3518990030000007
245,C1=CC=C(C=C1)O,2.4538,3.2750261993333334
246,CC(=CC(=O)O)C,-0.1422461,0.28610214396333333
247,C1CCOC(=O)C1,8.38625,6.937096934000007
248,CC=C(C)C(=O)O,-0.892676,0.28610214396333333
249,C1CC1(C(=O)O)N,6.787217,6.784384840000006
250,CC(=O)CC(=O)O,6.681596,4.944548850000001
251,CC(C)CC(=O)O,-0.2884283,-0.706374229
252,C(CCN)CCN,5.020801,5.238631820000004
253,C(C(=O)O)NC=O,8.392656,7.512365998000007
254,CC(C)(C(=O)O)N,6.100923,5.6483321200000045
255,CCC(C(=O)O)N,5.488806,5.526996320000006
256,CC(CN)C(=O)O,5.197329,6.475586659999999
257,C(C(=O)C(=O)O)O,7.20609,7.486735460000008
258,CCC(C(=O)O)O,4.015835,4.078641559999998
259,CC(CO)C(=O)O,3.41405,5.695784249999998
260,C(C(C(=O)O)N)N,9.564344,9.022476540000005
261,C(CO)NCCO,13.33418,11.966062357999993
262,C1=CC=C(C=C1)CN,6.771762,6.673111525889998
263,C1=CC(=CC=C1N)O,5.563411,4.40043929833333
264,C1=CC=C(C(=C1)N)O,4.743298,4.40043929833333
265,C1=COC=C1C(=O)O,5.057432,5.312738687261908
266,C1=CNC(=O)NC1=O,13.46541,11.408263292500004
267,CC=CC=CC(=O)O,0.007098863,-0.069104453
268,C1CC(N=C1)C(=O)O,6.164785,5.669905108200003
269,CN1CC(=O)N=C1N,10.11936,10.446987115000015
270,CN1CC(=O)NC1=O,9.915693,10.324314080000004
271,C1CNC(=O)NC1=O,10.02446,9.465844989999988
272,CCC1CCC(=O)O1,-0.3630544,0.6041252038899989
273,CCCCCC(=O)C,-0.3236714,-0.695256341
274,C(=CC(=O)O)C(=O)N,7.254466,8.168816379999988
275,CC(=O)CCC(=O)O,5.594987,3.868300107800002
276,CC(C)CCC(=O)O,-0.987581,-0.174195438
277,CCCCCC(=O)O,-1.383103,-0.970821055
278,C1CSC(=O)C1N,3.574827,4.93254008000001
279,CC(=O)NCC(=O)O,9.074798,8.926819174999991
280,CC(C)C(C(=O)O)N,5.573995,5.605104930000003
281,CCCC(C(=O)O)N,4.647622,4.773647065000007
282,C(=O)(C(=O)O)C(=O)O,10.00916,9.621121527500003
283,CC(C(=O)O)C(=O)O,5.194848,5.592401389999995
284,CCCC(C(=O)O)O,2.691482,3.274089471900004
285,CC(C(C)O)C(=O)O,5.240862,5.064443505000001
286,CCC(CO)C(=O)O,7.610016,4.323263494700004
287,CCC(C)(C(=O)O)O,3.500328,4.676673375700002
288,CC(C)(CC(=O)O)O,6.564819,4.676673375700002
289,CC(C(C(=O)O)N)O,9.034221,8.955246383500004
290,C1CNC2=CC=CC=C21,6.97538,6.094202826999989
291,C(C(=O)C(=O)O)S,5.206889,8.24132087
292,C(CO)C(C(=O)O)O,8.981934,8.242159407000004
293,C=CC1=CC=C(C=C1)O,3.418758,3.922113720000005
294,C(C(C(=O)O)N)S,6.287736,7.525702739999999
295,C1=CC(=CC(=C1)O)C=O,7.34481,6.983728549999992
296,C1=CC=C(C=C1)C(=O)O,6.590582,6.568962580000001
297,C1=CC(=CN=C1)C(=O)N,11.68541,8.767446304985707
298,C(C(C(CO)O)O)O,10.60089,11.450033995000004
299,C1=CN=CC=C1C(=O)O,9.320267,9.184299144107142
300,C1=CC=NC(=C1)C(=O)O,8.392013,9.184299144107142
301,C1=CC(=CC(=C1)O)CO,8.000861,7.56399826535714
302,CC1=C(C(=CC=C1)O)O,1.948722,3.513828948666664
303,C(CP(=O)(O)O)N,6.918191,7.561216719999993
304,CN1C=NC=C1CCN,7.978512,8.624735682000008
305,CCOS(=O)(=O)O,7.35349,5.322759247500001
306,C(CS(=O)(=O)O)O,10.80049,8.787216000000003
307,CC1=C(C(=O)C=CO1)O,5.913704,5.8739362139999995
308,CC1CNC(=O)NC1=O,8.370724,8.528676409999997
309,C1CCC(CC1)C(=O)O,1.37558,1.0363008881299995
310,CCCCCCCC=O,-2.170523,-2.458734321
311,C1CC(=O)NC1C(=O)O,10.43003,9.976632139999992
312,C1C(C=NC1C(=O)O)O,10.34708,9.647435529999997
313,CN1CCCC1C(=O)O,6.170331,7.603059287500005
314,CC(=CC(=O)O)C(=O)O,5.451396,5.967231118866663
315,CC(C)CC(=O)C(=O)O,0.08842401,4.814136653520002
316,CC1(CCOC(=O)C1)O,12.52223,9.571555530000012
317,CCCCCCC(=O)O,-2.644942,-1.596122291
318,CC(=O)NCCCCN,5.802618,6.274792354
319,C(CCN=C(N)N)CN,6.689233,9.865832726000006
320,CC(C(=O)O)NC(=O)C,9.681031,8.973104169999988
321,C(CC(=O)O)C(=O)CN,7.764655,8.421419724999987
322,CCC(=O)NCC(=O)O,7.442276,7.943683749999995
323,CN(CC(=O)O)C(=N)N,8.4596,9.178846000000012
324,C(CCC(=O)O)CCN,3.924004,3.7620136048533372
325,CCC(C)C(C(=O)O)N,1.833255,3.6733793872200016
326,C(CN)CNCCCN,9.017375,8.971159340000007
327,CCC(C(=O)O)C(=O)O,5.052258,5.1913318223428595
328,C(CNC(=O)N)C(=O)O,13.31489,11.346306890000003
329,C(C(=O)NCC(=O)O)N,11.03638,11.388645400000003
330,C1=CC=C(C=C1)C=CC=O,4.307951,6.10635534
331,CCC(CC)(C(=O)O)O,6.854482,1.9955441740199995
332,CCC(C)C(C(=O)O)O,0.09028372,1.267361174253334
333,C1=CC=C2C(=C1)C(=CN2)O,6.398831,6.135999649999992
334,C(CS)C(C(=O)O)N,4.780123,5.39473219
335,C1CC2=C(C=CN2)C(=O)C1,4.897774,6.695290843666668
336,C1=CC=C(C=C1)CNC=O,8.596245,8.198258965999992
337,CNCCC1=CC=CC=C1,5.749688,6.966918219999997
338,CC1=CC=CC=C1C(=O)O,4.902397,6.844499093
339,COC1=CC=C(C=C1)C=O,12.83479,10.38036708
340,C1=CC=C(C=C1)CC(=O)O,5.662613,8.027000975
341,CNC(=O)C1=CN=CC=C1,11.53379,10.394633871723798
342,C1=CC=C(C(=C1)C(=O)O)N,7.821192,7.950150811904758
343,C1=CC=C(C(=C1)C(=O)N)O,8.696241,8.62479484023809
344,C[N+]1=CC=CC(=C1)C(=O)N,19.25534,16.746998961249986
345,C1=CC(=C(C=C1C=O)O)O,9.51983,5.891749775533333
346,C1=CC(=CC=C1[N+](=O)[O-])O,5.392856,5.7808596548333355
347,C1=CC(=O)NC=C1C(=O)O,10.95913,9.298370004999999
348,CC(=O)OP(=O)(O)O,7.753241,8.160340309999995
349,C(C(=O)O)P(=O)(O)O,6.51481,8.514205450000002
350,CCC1=C(C(=O)C=CO1)O,3.560089,4.825994096666671
351,CN1C=CC(=O)N(C1=O)C,7.556902,11.301226930000015
352,C(COP(=O)(O)O)N,8.710745,8.523963888000008
353,C1=C(NC=N1)CC(CO)N,9.721305,12.322547728333337
354,C1=C(OC(=C1)C(=O)O)CO,9.910267,8.81588616333333
355,C1=C(C(=O)NC(=O)N1)CO,19.0397,16.031155880000018
356,CC1=NCCC(N1)C(=O)O,9.40311,9.057971992222221
357,C=CCC(=O)NCC(=O)O,9.481408,9.083245370666658
358,C[N+]1(CCCC1C(=O)[O-])C,20.81537,20.519036240000013
359,C(C=CCC(=O)O)C(=O)O,7.012234,5.301135216033341
360,CC(=CC(=O)O)CC(=O)O,4.915563,5.188148029900008
361,CCCCCCCC(=O)O,-1.833658,-2.603285794
362,CCCC(CCC)C(=O)O,-1.678641,-1.97071966
363,C1=CC2=C(C(=C1)O)N=CC=C2,7.190057,7.12995490500001
364,CC(=O)NCCCC(=O)O,8.026956,7.597342896000006
365,CCCC(=O)NCC(=O)O,6.99374,7.597342896000006
366,C(CC(=O)O)CN=C(N)N,7.104641,8.427091910000007
367,C[N+](C)(C)CCCC(=O)[O-],22.0441,21.549596800000014
368,C(CCNCCCN)CN,7.615172,8.089855270000001
369,C1=CC=C(C=C1)C#CC(=O)O,7.902377,6.7773136124999995
370,CC(CCC(=O)O)C(=O)O,1.433343,5.438667754000006
371,CC(CC(=O)O)CC(=O)O,5.037881,5.438667754000006
372,CC(C(=O)NCC(=O)[O-])[NH3+],26.0121,20.78188382666664
373,CC1=CC2=C(C=C1C)N=CN2,3.914117,5.051116099999993
374,CC(=O)OCC[N+](C)(C)C,18.70544,16.14760586719999
375,CC(=O)NC(CO)C(=O)O,11.41962,11.043961025000002
376,CNC(CC(=O)O)C(=O)O,10.90214,10.877741850000007
377,CC(=O)OCC(C(=O)O)N,10.55736,11.712651590000002
378,CC1C2=CC=CC=C2NC1=O,7.72316,6.942913430000002
379,C(C(CC(=O)O)O)C(=O)O,9.241482,9.012939810000011
380,CC(CC(=O)O)(C(=O)O)O,7.47222,8.832240680000007
381,CN1C=NC(=N)C2=C1N=CN2,11.74254,12.147419501999993
382,CN(C)CCC1=CC=CC=C1,4.621361,6.937649089999996
383,C(C(C(=O)O)O)(C(=O)O)O,10.62567,11.207083225000003
384,C1=CC=C(C(=C1)C=O)C(=O)O,10.26038,7.8141774470000005
385,C1=CC=C(C=C1)C(=O)C(=O)O,7.82835,7.503388250999999
386,CSCCC(C(=O)O)O,2.327651,6.2401563507999995
387,C1C(C(C(C(O1)O)O)O)O,14.73174,14.649938372857148
388,C1C(C(C(C(O1)O)O)O)O,14.909,14.649938372857148
389,COC1=C(C=CC(=C1)C=C)O,9.109362,7.5784306200000024
390,C1=NC2=C(N1)C(=O)NC(=N2)N,14.29971,14.058177780000003
391,CC(=O)NC1=CC=C(C=C1)O,6.774319,8.357536688666666
392,C1=CC=C(C=C1)C(C(=O)O)N,7.600503,7.8331731940000004
393,CNCCC1=CC=C(C=C1)O,5.823201,6.865941504000006
394,CC(=O)C1=C(C=C(C=C1)O)O,6.017059,6.560372297500007
395,C1=CC=C(C(=C1)CC(=O)O)O,6.337727,6.745997614499996
